Student_id,Name,Physics_marks,Chemistry_marks,Math_marks,Aptitude_test,Total_percentage,Reservation_category
2303289,mona,85,32,89,100,76.5,ST
2303290,monam,86,54,54,16,52.5,EWS
2303291,moni,91,33,74,89,71.75,SC
2303292,monika,87,50,52,92,70.25,SC
2303293,monini,90,36,15,74,53.75,General
2303294,monish,91,67,31,66,63.75,SC
2303295,monny,88,18,77,39,55.5,General
2303296,monti,94,73,56,41,66,SC
2303297,montu,88,28,75,85,69,General
2303298,monty,90,70,57,75,73,SC
2303299,monu,85,66,34,41,56.5,General
2303300,monupal,95,25,30,61,52.75,General
2303301,mony,86,82,75,66,77.25,ST
2303302,mookan,91,19,66,47,55.75,EWS
2303303,mool,94,71,42,72,69.75,General
2303304,moolchand,98,34,20,83,58.75,General
2303305,moolchul,86,86,33,49,63.5,EWS
2303306,mooldan,91,66,16,39,53,General
2303307,mooli,86,79,47,57,67.25,SC
2303308,moona,98,80,17,57,63,ST
2303309,moral,92,23,30,27,43,SC
2303310,morki,87,44,27,81,59.75,ST
2303311,mosam,100,75,99,71,86.25,SC
2303312,moshad,85,56,94,92,81.75,ST
2303313,moshin,100,44,99,42,71.25,SC
2303314,moshri,96,26,73,84,69.75,EWS
2303315,mosim,99,35,45,68,61.75,EWS
2303316,mosmi,90,50,71,22,58.25,General
2303317,moti,94,61,32,18,51.25,SC
2303318,motilaal,90,99,86,28,75.75,EWS
2303319,motilal,86,27,16,87,54,SC
2303320,motolal,96,24,70,47,59.25,General
2303321,mousam,96,52,39,54,60.25,SC
2303322,mousin,98,44,93,16,62.75,ST
2303323,mrityunjay,87,29,48,26,47.5,EWS
2303324,mrs,100,82,57,63,75.5,EWS
2303325,mubarik,99,43,68,92,75.5,EWS
2303326,mubashir,90,54,55,91,72.5,SC
2303327,mubshshira,89,53,91,57,72.5,General
2303328,mudasar,93,70,34,84,70.25,EWS
2303329,mudbir,95,89,87,32,75.75,General
2303330,mudrika,98,80,31,71,70,EWS
2303331,mudsay,95,87,31,29,60.5,ST
2303332,mudsir,98,60,25,32,53.75,EWS
2303333,mudssir,86,29,39,58,53,General
2303334,muhmad,100,37,46,83,66.5,ST
2303335,mujaffar,95,83,21,71,67.5,SC
2303336,mujeeb,85,32,43,46,51.5,General
2303337,mujefir,86,21,16,99,55.5,ST
2303338,mujibu,97,92,91,30,77.5,SC
2303339,mukaram,94,42,18,23,44.25,EWS
2303340,mukat,95,72,94,46,76.75,EWS
2303341,mukeemuddin,95,99,92,59,86.25,General
2303342,mukesh,94,21,84,41,60,SC
2303343,mukhtar,100,58,32,71,65.25,ST
2303344,mukhtiyar,86,94,93,21,73.5,General
2303345,mukhtyar,95,68,16,47,56.5,General
2303346,mukiman,89,21,65,55,57.5,ST
2303347,mukish,98,91,83,33,76.25,SC
2303348,mukkesh,99,56,24,82,65.25,General
2303349,mukram,98,43,55,70,66.5,ST
2303350,muksndi,85,45,35,69,58.5,General
2303351,mukti,85,59,46,91,70.25,ST
2303352,mukul,92,84,37,56,67.25,SC
2303353,mukund,88,32,66,83,67.25,EWS
2303354,mul,87,48,39,92,66.5,EWS
2303355,mula,89,87,99,82,89.25,SC
2303356,muli,94,81,67,29,67.75,EWS
2303357,mulina,88,64,64,26,60.5,General
2303358,multan,95,89,47,42,68.25,SC
2303359,mum,85,79,55,19,59.5,ST
2303360,mumtaj,91,36,44,61,58,General
2303361,mumtaz,100,21,48,18,46.75,EWS
2303362,munajir,99,25,18,49,47.75,SC
2303363,munbura,85,69,85,55,73.5,SC
2303364,munder,90,72,42,66,67.5,EWS
2303365,muneer,100,21,47,18,46.5,General
2303366,munender,98,21,69,62,62.5,ST
2303367,munesh,89,16,34,87,56.5,General
2303368,muni,85,92,77,90,86,General
2303369,munia,86,64,41,72,65.75,ST
2303370,munish,94,85,31,62,68,ST
2303371,munjira,88,66,67,89,77.5,General
2303372,munkad,87,40,57,18,50.5,General
2303373,munmun,97,61,40,41,59.75,EWS
2303374,munna,97,91,15,32,58.75,SC
2303375,munnadevi,94,40,97,79,77.5,General
2303376,munnakumar,97,71,55,98,80.25,SC
2303377,munnawar,90,36,86,40,63,SC
2303378,munne,93,96,53,86,82,General
2303379,munnem,90,61,97,22,67.5,EWS
2303380,munni,98,65,31,21,53.75,SC
2303381,munnia,100,44,71,29,61,ST
2303382,munnu,91,92,30,28,60.25,ST
2303383,munny,94,64,50,36,61,General
2303384,munshi,88,51,21,37,49.25,General
2303385,munsi,100,30,97,80,76.75,SC
2303386,muntajar,100,17,69,38,56,General
2303387,muntiyaj,92,54,54,30,57.5,General
2303388,muntjar,100,78,98,82,89.5,ST
2303389,muntrin,98,69,32,62,65.25,ST
2303390,muqhtar,91,69,77,93,82.5,SC
2303391,murad,95,92,45,34,66.5,ST
2303392,murari,89,61,42,60,63,General
2303393,murarilal,95,59,82,100,84,General
2303394,murjina,87,89,41,76,73.25,ST
2303395,murli,98,15,63,28,51,General
2303396,murshida,99,38,75,85,74.25,SC
2303397,mursida,94,38,45,100,69.25,General
2303398,murti,97,95,62,45,74.75,ST
2303399,murtibai,100,69,40,98,76.75,SC
2303400,musarrat,92,86,49,43,67.5,EWS
2303401,mushir,88,94,23,76,70.25,EWS
2303402,mushkan,96,89,62,59,76.5,ST
2303403,mushrraf,89,20,92,17,54.5,General
2303404,musibat,88,95,18,50,62.75,EWS
2303405,muskaan,93,48,42,29,53,EWS
2303406,muskan,85,29,47,88,62.25,SC
2303407,muskarn,92,95,41,34,65.5,General
2303408,muskhan,90,50,83,20,60.75,General
2303409,muskuran,87,81,19,84,67.75,SC
2303410,muslim,98,23,71,76,67,EWS
2303411,musmi,94,46,72,46,64.5,EWS
2303412,musra,93,80,100,78,87.75,SC
2303413,musrat,87,97,61,33,69.5,EWS
2303414,mustafa,88,39,61,60,62,ST
2303415,mustak,87,38,68,28,55.25,ST
2303416,mustaq,99,42,39,56,59,EWS
2303417,mustikeem,94,20,96,70,70,EWS
2303418,mustkeem,96,22,80,59,64.25,General
2303419,mustki,92,47,40,38,54.25,General
2303420,mustkim,99,29,62,54,61,ST
2303421,muzamiil,92,52,91,64,74.75,SC
2303422,muzim,92,92,71,58,78.25,General
2303423,muzmil,91,68,36,30,56.25,ST
2303424,naajim,98,45,91,91,81.25,ST
2303425,nabal,85,97,22,40,61,EWS
2303426,nabav,90,57,49,51,61.75,EWS
2303427,nabi,95,90,90,69,86,ST
2303428,nabijan,100,62,27,46,58.75,ST
2303429,nabila,94,100,61,29,71,SC
2303430,nachita,96,96,82,84,89.5,SC
2303431,nadeem,97,46,90,56,72.25,General
2303432,nadem,100,65,18,62,61.25,SC
2303433,nadhim,97,28,100,24,62.25,General
2303434,nadim,100,82,74,38,73.5,SC
2303435,nadir,93,95,91,28,76.75,EWS
2303436,naeem,97,43,60,64,66,SC
2303437,nafe,88,17,66,38,52.25,EWS
2303438,nafeesa,88,95,23,27,58.25,SC
2303439,nafisa,90,20,74,23,51.75,SC
2303440,nagaji,85,60,24,67,59,SC
2303441,nagender,87,70,76,31,66,EWS
2303442,nagendra,92,79,62,60,73.25,ST
2303443,nagia,100,39,28,21,47,ST
2303444,nagina,91,94,56,48,72.25,SC
2303445,nagma,91,100,52,36,69.75,SC
2303446,nahani,96,97,88,39,80,EWS
2303447,nahar,90,39,100,74,75.75,General
2303448,nahid,93,46,26,23,47,EWS
2303449,nahida,99,47,98,53,74.25,General
2303450,naim,92,38,99,100,82.25,SC
2303451,naima,89,46,90,26,62.75,General
2303452,naimuddin,93,97,67,69,81.5,SC
2303453,nain,90,57,96,72,78.75,SC
2303454,naina,95,26,19,59,49.75,General
2303455,nainshi,91,28,87,46,63,SC
2303456,naisi,91,70,89,17,66.75,SC
2303457,naitik,90,22,59,87,64.5,EWS
2303458,najar,94,15,15,45,42.25,SC
2303459,najara,86,75,16,15,48,SC
2303460,najarana,96,69,21,43,57.25,SC
2303461,najda,85,28,98,92,75.75,EWS
2303462,najim,99,71,90,16,69,SC
2303463,najimuddin,88,29,49,57,55.75,SC
2303464,najira,89,56,75,84,76,EWS
2303465,najis,97,51,56,91,73.75,General
2303466,najiya,95,64,87,95,85.25,EWS
2303467,najma,86,51,25,19,45.25,SC
2303468,najmin,94,69,91,23,69.25,General
2303469,najni,87,37,97,20,60.25,ST
2303470,najo,94,26,97,57,68.5,ST
2303471,najrana,86,52,36,96,67.5,SC
2303472,najre,94,30,22,90,59,EWS
2303473,najreen,94,88,15,94,72.75,General
2303474,najrin,96,25,59,23,50.75,ST
2303475,najubai,90,91,74,68,80.75,General
2303476,nakched,85,94,91,17,71.75,EWS
2303477,nakul,89,69,32,60,62.5,EWS
2303478,naman,94,17,55,98,66,SC
2303479,namarta,93,89,36,34,63,SC
2303480,name,97,62,81,42,70.5,General
2303481,nameeta,93,75,97,98,90.75,General
2303482,namen,86,18,36,61,50.25,General
2303483,namita,85,46,42,41,53.5,SC
2303484,namra,90,20,46,59,53.75,ST
2303485,nan,89,100,24,32,61.25,ST
2303486,nana,85,49,84,70,72,General
2303487,nanagram,88,83,58,74,75.75,General
2303488,nanak,87,47,41,36,52.75,EWS
2303489,nancy,93,93,84,25,73.75,EWS
2303490,nand,97,70,17,38,55.5,SC
2303491,nanda,94,58,89,26,66.75,SC
2303492,nandani,89,36,69,55,62.25,ST
2303493,nandi,91,85,75,48,74.75,General
2303494,nandini,87,22,98,99,76.5,ST
2303495,nandita,90,45,69,69,68.25,General
2303496,nandkishore,86,91,65,49,72.75,SC
2303497,nandni,86,79,66,65,74,SC
2303498,nandram,91,55,56,60,65.5,EWS
2303499,nandu,87,37,44,96,66,ST
2303500,nanhe,85,82,62,96,81.25,ST
2303501,nanhey,89,62,85,50,71.5,EWS
2303502,nanhu,99,49,72,16,59,EWS
2303503,nanka,94,26,59,89,67,General
2303504,nankesh,93,73,99,65,82.5,General
2303505,nanki,91,56,99,30,69,EWS
2303506,nanku,91,81,44,73,72.25,General
2303507,nanni,96,89,20,100,76.25,EWS
2303508,nannu,94,93,91,23,75.25,EWS
2303509,nano,90,64,25,41,55,SC
2303510,nanshi,90,34,51,29,51,ST
2303511,nanu,93,96,56,86,82.75,General
2303512,nanveet,89,49,56,32,56.5,General
2303513,nar,94,82,95,82,88.25,EWS
2303514,narain,88,56,38,91,68.25,General
2303515,naraini,94,22,83,19,54.5,SC
2303516,narander,87,41,26,43,49.25,General
2303517,narayan,86,21,67,84,64.5,SC
2303518,narayani,86,84,45,28,60.75,ST
2303519,narbada,88,56,86,25,63.75,SC
2303520,narbahadur,98,17,88,39,60.5,EWS
2303521,narbda,99,90,64,51,76,EWS
2303522,narbir,94,30,16,94,58.5,EWS
2303523,narendar,90,36,78,78,70.5,General
2303524,narender,87,71,61,94,78.25,SC
2303525,narendera,98,17,50,55,55,ST
2303526,narendra,92,22,73,40,56.75,ST
2303527,naresh,90,25,40,17,43,ST
2303528,nareshpal,89,59,46,95,72.25,General
2303529,nargesh,99,50,22,51,55.5,EWS
2303530,nargis,98,53,54,97,75.5,SC
2303531,nargish,100,23,70,97,72.5,General
2303532,narhasi,93,86,15,50,61,SC
2303533,narinder,93,38,67,49,61.75,ST
2303534,narmada,90,72,89,99,87.5,ST
2303535,narmda,99,20,69,69,64.25,ST
2303536,naroo,99,66,72,46,70.75,General
2303537,narpendra,92,15,98,45,62.5,ST
2303538,narsa,93,86,86,72,84.25,ST
2303539,narsingh,96,23,22,19,40,ST
2303540,naruram,89,30,18,47,46,General
2303541,naryan,95,90,98,22,76.25,SC
2303542,naryani,92,52,35,63,60.5,EWS
2303543,nasar,96,98,94,67,88.75,EWS
2303544,naseeba,90,56,56,53,63.75,EWS
2303545,naseef,96,99,54,40,72.25,General
2303546,naseem,96,92,71,83,85.5,SC
2303547,naseema,89,61,27,72,62.25,SC
2303548,nashim,89,47,39,38,53.25,SC
2303549,nashima,86,79,58,67,72.5,ST
2303550,nashimuddin,100,70,27,90,71.75,ST
2303551,nashrin,99,97,64,35,73.75,SC
2303552,nasiar,98,51,53,50,63,General
2303553,nasibu,96,38,74,37,61.25,SC
2303554,nasim,90,61,20,30,50.25,EWS
2303555,nasima,100,85,56,66,76.75,SC
2303556,nasir,95,73,18,69,63.75,ST
2303557,nasira,100,94,32,79,76.25,EWS
2303558,nasreema,94,41,52,41,57,EWS
2303559,nasreen,97,39,23,63,55.5,EWS
2303560,nasrin,90,46,16,99,62.75,EWS
2303561,nasruddin,97,95,59,34,71.25,ST
2303562,nasrudeen,96,95,57,81,82.25,General
2303563,nasrul,98,83,49,48,69.5,General
2303564,nassin,93,81,27,88,72.25,EWS
2303565,natasha,93,22,39,99,63.25,EWS
2303566,natha,85,42,67,99,73.25,EWS
2303567,nathani,99,43,67,96,76.25,General
2303568,nathi,99,72,92,37,75,General
2303569,nathiya,88,63,17,56,56,EWS
2303570,nathu,88,25,40,65,54.5,EWS
2303571,nathulal,88,95,80,94,89.25,EWS
2303572,nathuram,93,23,50,97,65.75,General
2303573,natthu,94,54,28,37,53.25,EWS
2303574,naulakh,96,97,93,87,93.25,EWS
2303575,naulesh,93,52,36,22,50.75,General
2303576,nausad,86,79,83,72,80,EWS
2303577,naushad,91,76,63,24,63.5,ST
2303578,naushi,86,25,88,92,72.75,General
2303579,naval,92,69,71,56,72,General
2303580,navdeep,88,88,96,46,79.5,General
2303581,naved,86,54,40,83,65.75,SC
2303582,naveeda,86,62,49,85,70.5,ST
2303583,naveela,91,77,55,21,61,SC
2303584,naveen,94,94,32,63,70.75,ST
2303585,naveena,92,79,34,61,66.5,ST
2303586,navendra,86,72,44,55,64.25,ST
2303587,navi,95,18,81,67,65.25,General
2303588,navin,86,68,31,49,58.5,EWS
2303589,navita,85,96,70,61,78,EWS
2303590,naviya,96,88,100,29,78.25,General
2303591,navjat,90,64,71,96,80.25,General
2303592,navjoot,87,59,70,97,78.25,General
2303593,navleen,94,99,83,77,88.25,General
2303594,navneet,90,59,62,96,76.75,EWS
2303595,navnit,95,67,74,78,78.5,ST
2303596,nawab,95,47,38,17,49.25,SC
2303597,nawal,100,90,54,90,83.5,ST
2303598,nawaz,94,89,47,44,68.5,General
2303599,nawed,89,67,83,52,72.75,General
2303600,nayaka,88,91,34,89,75.5,ST
2303601,nayamati,90,26,38,49,50.75,ST
2303602,nayan,97,50,57,96,75,SC
2303603,nayana,97,88,16,68,67.25,ST
2303604,nayeem,99,30,70,50,62.25,ST
2303605,nayna,99,83,88,90,90,General
2303606,nazahat,95,45,18,61,54.75,ST
2303607,nazani,94,60,27,17,49.5,General
2303608,nazeem,96,29,97,16,59.5,SC
2303609,nazia,100,17,82,52,62.75,SC
2303610,nazibuneesha,94,39,25,65,55.75,EWS
2303611,nazim,96,85,23,92,74,General
2303612,nazima,92,43,23,97,63.75,ST
2303613,nazir,99,99,53,93,86,EWS
2303614,nazira,96,57,96,38,71.75,EWS
2303615,nazirul,87,26,58,21,48,ST
2303616,naziya,99,46,68,61,68.5,General
2303617,nazma,85,27,94,96,75.5,SC
2303618,nazmaa,89,49,100,17,63.75,EWS
2303619,nazmin,85,64,92,52,73.25,SC
2303620,nazmuslam,89,95,66,37,71.75,General
2303621,nazneen,99,95,44,57,73.75,EWS
2303622,nazrana,91,29,42,88,62.5,SC
2303623,nazreen,95,56,97,30,69.5,EWS
2303624,nazrin,91,30,52,40,53.25,ST
2303625,neaha,86,38,28,60,53,EWS
2303626,neela,92,70,39,46,61.75,EWS
2303627,neelachal,95,27,47,86,63.75,ST
2303628,neelajan,85,52,81,68,71.5,General
2303629,neelam,90,82,44,80,74,SC
2303630,neeli,88,91,15,75,67.25,General
2303631,neelima,95,32,35,65,56.75,EWS
2303632,neelkant,98,77,48,49,68,EWS
2303633,neelu,90,69,91,68,79.5,SC
2303634,neema,99,60,84,70,78.25,ST
2303635,neemi,99,83,15,86,70.75,ST
2303636,neeraj,87,95,22,92,74,SC
2303637,neeru,96,55,22,19,48,ST
2303638,neesa,92,49,74,69,71,ST
2303639,neesha,100,85,85,74,86,General
2303640,neeshu,94,82,16,19,52.75,General
2303641,neeta,92,41,20,38,47.75,ST
2303642,neeti,96,100,66,16,69.5,General
2303643,neetu,93,50,72,20,58.75,EWS
2303644,neeven,98,51,72,68,72.25,General
2303645,neha,94,24,47,100,66.25,EWS
2303646,nehal,90,75,90,70,81.25,General
2303647,neharika,90,25,91,81,71.75,General
2303648,nej,90,78,79,37,71,SC
2303649,nek,85,63,31,18,49.25,EWS
2303650,neki,91,73,44,35,60.75,EWS
2303651,nekki,89,44,31,58,55.5,General
2303652,nelam,92,91,78,24,71.25,EWS
2303653,nemsi,86,70,32,55,60.75,ST
2303654,nena,88,99,75,56,79.5,General
2303655,nency,92,82,100,23,74.25,SC
2303656,nenhe,98,96,32,15,60.25,General
2303657,neni,100,98,55,17,67.5,ST
2303658,nenshi,95,49,77,88,77.25,ST
2303659,nensi,87,56,36,47,56.5,ST
2303660,nepal,90,49,53,85,69.25,General
2303661,neraj,97,54,32,39,55.5,General
2303662,nesha,99,77,59,57,73,SC
2303663,netra,97,29,49,61,59,EWS
2303664,netram,98,19,59,45,55.25,ST
2303665,netrapal,93,97,45,77,78,General
2303666,newal,90,56,80,15,60.25,SC
2303667,nibha,92,45,39,81,64.25,EWS
2303668,nibo,88,66,55,73,70.5,ST
2303669,nicharon,97,31,74,98,75,EWS
2303670,nida,89,61,63,73,71.5,EWS
2303671,nidhi,100,63,27,40,57.5,ST
2303672,nigar,85,29,30,28,43,EWS
2303673,nihal,93,98,65,49,76.25,General
2303674,nihalchand,91,30,28,26,43.75,General
2303675,nijam,100,40,61,71,68,SC
2303676,nijamuddin,94,81,96,74,86.25,SC
2303677,nijamudeen,91,78,36,18,55.75,General
2303678,nikahat,87,42,61,83,68.25,General
2303679,nikhad,90,59,95,58,75.5,ST
2303680,nikhat,99,30,26,32,46.75,General
2303681,nikhil,85,72,46,22,56.25,ST
2303682,nikhleshwar,98,52,28,75,63.25,SC
2303683,nikil,98,66,38,47,62.25,ST
2303684,nikita,91,100,18,16,56.25,SC
2303685,nikkhar,99,28,93,23,60.75,ST
2303686,nikki,98,20,37,57,53,EWS
2303687,nikky,91,79,35,26,57.75,ST
2303688,niksiya,93,65,73,56,71.75,EWS
2303689,nila,93,70,65,27,63.75,ST
2303690,nilam,90,41,30,36,49.25,SC
2303691,nilesh,96,81,35,100,78,EWS
2303692,nilofar,89,62,43,97,72.75,General
2303693,nilu,85,32,24,59,50,SC
2303694,nimahe,86,64,78,92,80,ST
2303695,nimesh,93,87,83,46,77.25,General
2303696,nimla,87,84,26,20,54.25,EWS
2303697,nimmy,98,40,74,98,77.5,General
2303698,nini,87,98,33,21,59.75,SC
2303699,nipam,85,42,74,88,72.25,General
2303700,nipun,95,97,50,20,65.5,General
2303701,niraj,96,44,42,69,62.75,General
2303702,niranjan,99,40,68,57,66,EWS
2303703,nirbhay,100,90,75,68,83.25,SC
2303704,nirja,94,42,42,40,54.5,EWS
2303705,nirjala,93,47,74,47,65.25,General
2303706,nirjla,86,33,97,100,79,General
2303707,nirma,86,38,56,29,52.25,EWS
2303708,nirmal,85,71,37,38,57.75,ST
2303709,nirmala,91,52,29,86,64.5,EWS
2303710,nirmaljeet,85,78,39,33,58.75,SC
2303711,nirmla,97,88,87,16,72,SC
2303712,nirosha,85,25,97,95,75.5,EWS
2303713,niru,89,32,90,96,76.75,General
2303714,nirutma,96,79,21,46,60.5,General
2303715,nirvat,100,31,98,82,77.75,SC
2303716,nirwat,97,65,64,34,65,ST
2303717,nisa,86,100,73,91,87.5,SC
2303718,nisar,95,93,68,70,81.5,General
2303719,nisat,99,87,32,96,78.5,ST
2303720,nischaya,86,93,86,64,82.25,SC
2303721,nisha,89,43,20,35,46.75,General
2303722,nishal,100,16,15,39,42.5,General
2303723,nishant,95,64,62,71,73,EWS
2303724,nishar,96,78,41,21,59,SC
2303725,nishith,88,46,47,65,61.5,General
2303726,nishtha,90,18,61,74,60.75,ST
2303727,nishu,89,44,37,47,54.25,SC
2303728,nitam,94,19,93,93,74.75,ST
2303729,nitasha,92,26,85,47,62.5,ST
2303730,nitesh,100,61,40,38,59.75,General
2303731,nithyanandham,95,24,59,65,60.75,SC
2303732,niti,86,95,22,77,70,EWS
2303733,nitika,90,27,70,35,55.5,General
2303734,nitin,99,75,33,99,76.5,General
2303735,nitish,95,71,36,27,57.25,ST
2303736,nittin,98,85,50,17,62.5,ST
2303737,nitu,98,20,91,61,67.5,EWS
2303738,niwas,94,94,68,68,81,EWS
2303739,niyaaz,98,83,51,94,81.5,EWS
2303740,nizam,96,81,66,28,67.75,ST
2303741,nizamuddin,95,23,33,38,47.25,General
2303742,njare,86,51,59,98,73.5,General
2303743,noni,92,59,64,80,73.75,SC
2303744,noojo,86,26,72,87,67.75,ST
2303745,noomi,90,100,87,53,82.5,General
2303746,noor,87,41,85,25,59.5,General
2303747,noora,98,94,94,73,89.75,EWS
2303748,nooralam,97,67,18,92,68.5,ST
2303749,nooralha,91,23,49,18,45.25,ST
2303750,noore,96,30,28,92,61.5,General
2303751,nooreen,95,98,28,90,77.75,SC
2303752,noori,99,85,75,38,74.25,SC
2303753,noorin,87,57,20,41,51.25,ST
2303754,noorjaha,98,88,15,48,62.25,SC
2303755,noorjahan,100,25,41,40,51.5,EWS
2303756,noorjama,95,26,83,15,54.75,EWS
2303757,noorjhan,93,98,69,57,79.25,General
2303758,noornabi,97,98,21,26,60.5,EWS
2303759,noorpa,91,87,88,83,87.25,General
2303760,nooruddin,94,91,32,92,77.25,EWS
2303761,nootan,92,62,81,49,71,SC
2303762,noreen,85,56,42,75,64.5,General
2303763,norti,95,28,54,93,67.5,ST
2303764,nosad,89,43,98,69,74.75,ST
2303765,nosar,91,81,84,63,79.75,General
2303766,noshad,90,25,71,73,64.75,ST
2303767,nosi,87,58,81,23,62.25,ST
2303768,not,93,60,46,22,55.25,EWS
2303769,novisha,99,72,35,87,73.25,SC
2303770,nrendr,96,91,80,78,86.25,General
2303771,nrotam,91,32,39,45,51.75,ST
2303772,nshima,98,15,61,18,48,ST
2303773,ntasha,90,53,43,46,58,EWS
2303774,numesh,90,34,85,55,66,EWS
2303775,nupur,86,19,34,65,51,General
2303776,nur,94,89,20,63,66.5,SC
2303777,nuraish,86,96,42,99,80.75,General
2303778,nurbi,94,56,22,92,66,EWS
2303779,nurjaha,85,38,98,71,73,ST
2303780,nursa,98,24,20,15,39.25,EWS
2303781,nusrant,98,27,59,68,63,General
2303782,nusrat,96,65,18,51,57.5,ST
2303783,nutan,97,79,89,67,83,SC
2303784,nwed,95,65,93,43,74,ST
2303785,ojas,97,32,51,22,50.5,EWS
2303786,oli,91,72,38,98,74.75,ST
2303787,oma,96,20,29,58,50.75,EWS
2303788,ombeer,100,100,92,41,83.25,SC
2303789,ombir,90,64,78,51,70.75,SC
2303790,omender,91,59,48,60,64.5,ST
2303791,omendra,99,95,26,37,64.25,ST
2303792,omesh,97,95,58,81,82.75,ST
2303793,omeshkumar,91,58,98,56,75.75,General
2303794,omi,93,40,100,23,64,EWS
2303795,omjone,93,51,31,49,56,General
2303796,omkar,99,73,28,72,68,General
2303797,ompal,88,81,46,36,62.75,ST
2303798,omparkash,86,30,27,92,58.75,SC
2303799,omparkesh,94,65,93,84,84,EWS
2303800,omparsad,85,45,32,91,63.25,EWS
2303801,ompati,87,41,73,18,54.75,General
2303802,omperkash,89,50,39,47,56.25,EWS
2303803,omprakash,89,32,91,35,61.75,EWS
2303804,omprakesh,96,42,23,30,47.75,ST
2303805,omprkash,89,26,82,75,68,EWS
2303806,omprkesh,97,44,16,91,62,General
2303807,omveer,86,93,39,52,67.5,ST
2303808,omwati,91,53,45,57,61.5,EWS
2303809,one,90,61,19,85,63.75,EWS
2303810,onginye,100,68,41,67,69,SC
2303811,opendar,100,86,39,25,62.5,General
2303812,osier,90,54,60,87,72.75,General
2303813,ovaish,91,30,42,88,62.75,SC
2303814,pabitra,87,90,53,31,65.25,General
2303815,pabu,87,60,15,31,48.25,General
2303816,pachuram,99,82,56,19,64,ST
2303817,padam,98,91,56,47,73,SC
2303818,padama,85,49,25,23,45.5,SC
2303819,padma,89,57,39,78,65.75,EWS
2303820,pahalwan,90,45,80,78,73.25,SC
2303821,paka,90,32,19,80,55.25,General
2303822,pakhali,92,36,62,33,55.75,ST
2303823,palak,86,95,87,95,90.75,ST
2303824,palaram,87,28,20,66,50.25,SC
2303825,pallavi,99,94,57,22,68,EWS
2303826,pallawi,94,15,79,54,60.5,SC
2303827,pallu,97,41,65,48,62.75,ST
2303828,pallvi,86,50,100,87,80.75,SC
2303829,palvi,99,81,34,21,58.75,ST
2303830,palvinder,98,46,28,98,67.5,ST
2303831,pamjeet,97,47,31,98,68.25,ST
2303832,pammi,100,36,26,63,56.25,SC
2303833,pammy,91,78,82,72,80.75,SC
2303834,pampa,99,89,45,21,63.5,EWS
2303835,panaj,85,80,95,41,75.25,General
2303836,pancham,100,29,80,85,73.5,ST
2303837,panchhi,94,61,94,85,83.5,General
2303838,panchi,98,34,60,40,58,General
2303839,panchma,99,46,72,74,72.75,EWS
2303840,panchoo,92,32,56,76,64,General
2303841,panchu,89,21,97,30,59.25,General
2303842,panchuram,89,63,95,97,86,ST
2303843,panchuri,86,56,51,83,69,EWS
2303844,pancu,94,31,23,33,45.25,General
2303845,pandit,85,22,86,44,59.25,EWS
2303846,pandu,94,45,16,66,55.25,General
2303847,pangita,98,30,82,36,61.5,EWS
2303848,pankaj,85,37,28,80,57.5,SC
2303849,pankajsheel,87,66,45,32,57.5,EWS
2303850,panku,87,39,18,94,59.5,EWS
2303851,pankuj,96,73,84,31,71,ST
2303852,panmati,86,83,55,71,73.75,SC
2303853,panna,97,17,69,19,50.5,ST
2303854,pannalal,89,30,83,83,71.25,ST
2303855,pannu,88,80,63,69,75,EWS
2303856,papa,95,91,75,25,71.5,SC
2303857,papiya,86,82,53,99,80,ST
2303858,papp,96,75,89,83,85.75,General
2303859,pappe,85,63,17,84,62.25,SC
2303860,pappu,98,65,25,21,52.25,EWS
2303861,pappy,93,31,16,46,46.5,EWS
2303862,papu,85,67,82,99,83.25,SC
2303863,papuu,100,68,71,83,80.5,General
2303864,para,87,18,86,44,58.75,SC
2303865,param,94,16,77,81,67,EWS
2303866,paramdeep,91,25,37,69,55.5,EWS
2303867,paramjeet,97,76,52,57,70.5,ST
2303868,paramjit,91,99,27,69,71.5,ST
2303869,paramshela,86,63,21,32,50.5,EWS
2303870,paramveer,93,28,87,33,60.25,SC
2303871,paras,97,73,26,90,71.5,EWS
2303872,parash,94,85,30,84,73.25,ST
2303873,parashram,90,16,51,24,45.25,ST
2303874,parashu,99,23,40,71,58.25,EWS
2303875,parathvi,94,24,88,86,73,SC
2303876,paratibha,87,65,74,56,70.5,ST
2303877,parbha,92,92,74,40,74.5,ST
2303878,parbhat,92,55,68,84,74.75,EWS
2303879,parbhu,94,99,61,24,69.5,SC
2303880,parbhudayal,93,94,48,44,69.75,EWS
2303881,pardeep,90,87,39,43,64.75,ST
2303882,pardep,89,23,58,84,63.5,SC
2303883,pardeshi,87,97,59,78,80.25,ST
2303884,pardhuman,100,30,16,45,47.75,SC
2303885,pareen,95,45,46,37,55.75,ST
2303886,pareeti,85,96,99,77,89.25,EWS
2303887,parem,97,47,61,49,63.5,ST
2303888,parerna,99,21,23,86,57.25,EWS
2303889,pargat,90,54,50,67,65.25,General
2303890,pargati,94,17,61,90,65.5,SC
2303891,parhalad,89,45,42,84,65,ST
2303892,pari,90,86,18,92,71.5,ST
2303893,pariksha,99,49,75,87,77.5,EWS
2303894,parinka,97,16,80,63,64,General
2303895,pariti,88,15,69,76,62,General
2303896,parjinder,86,48,72,19,56.25,General
2303897,parkash,89,81,64,96,82.5,SC
2303898,parlad,93,74,84,51,75.5,SC
